UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2016-00007913,2016-02-08 18:17:00,2016-02-08 18:17:00,Injured/Sick Person,CBE,4150 Campus Dr,"John S. Toll Physics Building, Physics Building",38.988616,-76.9399996
2016-00007987,2016-02-08 23:57:00,2016-02-08 23:57:00,CDS Violation,Arrest,4145 Valley Dr,Cumberland Hall,38.9929529,-76.9441866
2016-00007989,2016-02-09 00:43:00,2016-02-09 00:43:00,Theft,Arrest,4232 Farm Dr,Cambridge Community Center,38.9914364,-76.943026
2016-00007993,2016-02-09 02:10:00,2016-02-09 02:10:00,Injured/Sick Person,CBE,7030 Preinkert Dr,Prince Frederick Hall,38.983464700000006,-76.9451097
2016-00008093,2016-02-09 17:57:00,2016-02-09 17:57:00,CDS Violation,Arrest,3947 Campus Dr,Dorchester Hall,38.987061499999996,-76.94622509999998
2016-00008117,2016-02-09 21:50:00,2016-02-09 21:50:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00008131,2016-02-09 22:48:00,2016-02-09 22:48:00,CDS Violation,Arrest,4509 Knox Rd,Ledos Restaraunt,38.980483,-76.937095
2016-00008164,2016-02-10 00:50:00,2016-02-10 00:50:00,Noise Complaint,CBE,4600 block of Norwich Rd,,38.982942,-76.933812
2016-00008166,2016-02-10 01:18:00,2016-02-10 01:18:00,Title IX Incident Non Criminal,CBE,6801 Preinkert Dr,"Commons 7, SCC 7, South Campus Commons 7",38.9815468,-76.94465670000002
2016-00008341,2016-02-10 20:40:00,2016-02-10 20:40:00,Traffic Arrest,Arrest,Metzerott Rd,,39.0015427,-76.94838990000002
2016-00008347,2016-02-10 22:32:00,2016-02-10 22:32:00,Injured/Sick Person,CBE,7570 Regents Dr,Montgomery Hall,38.98244589999999,-76.93909520000003
2016-00008392,2016-02-11 07:47:00,2016-02-11 07:47:00,Assist Other Agency,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00008407,2016-02-11 09:55:00,2016-02-11 09:56:00,Injured/Sick Person,CBE,7675 Baltimore Ave,Ritchie Coliseum,38.9878089,-76.93553390000002
2016-00008434,2016-02-11 13:24:00,2016-02-11 13:24:00,Assist Other Agency,CBE,348 Ehrensberger Dr,UMUC Hotel,38.9869361,-76.95497309999998
2016-00008441,2016-02-11 15:24:00,2016-02-11 15:24:00,CDS Violation,Arrest,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00008448,2016-02-11 17:03:00,2016-02-11 17:03:00,CDS Violation,CBE,7626 Regents Dr,Annapolis Hall,38.9827235,-76.9396556
2016-00008480,2016-02-11 20:44:00,2016-02-11 20:44:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00008505,2016-02-11 23:43:00,2016-02-11 23:43:00,Theft,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2016-00008519,2016-02-12 00:29:00,2016-02-12 00:29:00,CDS Violation,CBE,7405 Preinkert Dr,Worcester Hall,38.984443,-76.94538279999998
2016-00008530,2016-02-12 01:05:00,2016-02-12 01:21:00,Injured/Sick Person,CBE,3915 Campus Dr,Anne Arundel Hall,38.98594110000001,-76.94668999999998
2016-00008562,2016-02-11 11:00:00,2016-02-12 08:57:00,Theft,Suspended,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00008578,2015-03-01 14:56:00,2016-02-12 14:42:00,Dept Property Damage/Loss,Unfounded,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00008585,2016-02-12 16:04:00,2016-02-12 16:04:00,Assault,Suspended,4121 Farm Dr,"La Plata Hall, LaPlata hall",38.9924408,-76.9456119
2016-00008591,2016-02-12 17:18:00,2016-02-12 17:18:00,Title IX Incident Non Criminal,CBE,17 Lehigh Rd,,38.978549900000004,-76.9252788
2016-00008592,2016-02-12 17:00:00,2016-02-12 17:21:00,Injured/Sick Person,CBE,4145 Valley Dr,Cumberland Hall,38.9929529,-76.9441866
2016-00008619,2016-02-12 18:56:00,2016-02-12 18:56:00,Injured/Sick Person,CBE,7626 Regents Dr,Annapolis Hall,38.9827235,-76.9396556
2016-00008628,2016-02-12 19:32:00,2016-02-12 19:32:00,Other Incident (Title IX Related),Active/Pending,4243 Valley Dr,Centreville Hall,38.9922658,-76.9417442
2016-00008630,2016-02-12 19:38:00,2016-02-12 19:38:00,Accident - Departmental,CBE,3917 Denton Service Ln,Easton Hall,38.9929506,-76.95023189999998
2016-00008668,2016-02-12 22:16:00,2016-02-12 22:16:00,CDS Violation,CBE,3912 Denton Service Ln,Oakland Hall,38.993831799999995,-76.9496542
2016-00008679,2016-02-12 22:53:00,2016-02-12 22:53:00,Traffic Arrest,Arrest,3800 Golf Course Rd,Golf Course Club House,38.9911831,-76.95459360000002
2016-00008680,2016-02-12 22:58:00,2016-02-12 22:58:00,Injured/Sick Person,CBE,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2016-00008681,2016-02-12 23:00:00,2016-02-12 23:02:00,Disorderly Conduct,CBE,4052 Stadium Dr,Ellicott Hall,38.99148020000001,-76.94716700000002
2016-00008694,2016-02-13 00:10:00,2016-02-13 00:18:00,Injured/Sick Person,CBE,8700 Boteler Ln,University Courtyard #7,39.00342,-76.942128
2016-00008697,2016-02-13 00:29:00,2016-02-13 00:29:00,CDS Violation,Arrest,250 block of Stadium Dr,,38.990556299999994,-76.94457369999998
2016-00008710,2016-02-13 02:08:00,2016-02-13 02:08:00,Injured/Sick Person,CBE,Knox Rd,,38.9807378,-76.93726699999998
2016-00008803,2016-02-13 17:50:00,2016-02-13 17:52:00,Injured/Sick Person,CBE,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2016-00008805,2016-02-13 18:00:00,2016-02-13 18:17:00,Injured/Sick Person,CBE,4243 Valley Dr,Centreville Hall,38.9922658,-76.9417442
2016-00008820,2016-02-13 21:20:00,2016-02-13 21:20:00,Fraud,Active/Pending,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2016-00008871,2016-02-14 00:34:00,2016-02-14 00:34:00,CDS Violation,CBE,7405 Preinkert Dr,Worcester Hall,38.984443,-76.94538279999998
2016-00008881,2016-02-14 01:51:00,2016-02-14 01:51:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2016-00008885,2016-02-14 03:01:00,2016-02-14 03:01:00,DWI/DUI,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2016-00008929,2016-02-14 10:45:00,2016-02-14 13:18:00,Theft,Active/Pending,4028 Stadium Dr,Ellicott Area Dining Hall,38.99247889999999,-76.9466291
2016-00008931,2016-02-14 13:38:00,2016-02-14 13:38:00,Traffic Arrest,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999997
2016-00008938,2016-02-01 17:36:00,2016-02-14 16:06:00,Fraud,Active/Pending,4725 Rossborough Ln,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building",38.98396049999999,-76.93238149999998
2016-00008939,2016-02-14 16:02:00,2016-02-14 16:12:00,Title IX Incident Non Criminal,CBE,8400 Boteler Ln,University Courtyard #4,39.0012755,-76.9419829
2016-00009022,2016-02-14 23:42:00,2016-02-14 23:42:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2016-00009056,2016-02-15 09:12:00,2016-02-15 09:12:00,Alarm,CBE,65 Preinkert Dr,,38.98337799999999,-76.94502270000002
2016-00009110,2016-02-15 17:45:00,2016-02-15 18:12:00,Assist Other Agency (Title IX Related),CBE,4500 block of College Ave,,38.9824214,-76.93702420000002
2016-00009143,2016-02-16 02:04:00,2016-02-16 02:04:00,CDS Violation,CBE,4052 Stadium Dr,Ellicott Hall,38.99148020000001,-76.94716700000002
2016-00009209,2016-02-16 14:00:00,2016-02-16 14:00:00,Traffic Arrest,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999997
2016-00009251,2016-02-16 12:00:00,2016-02-16 19:50:00,Damage to State Property,Active/Pending,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00009257,2016-02-16 18:47:00,2016-02-16 20:22:00,Accident - Departmental,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00009264,2016-02-16 22:22:00,2016-02-16 22:22:00,Injured/Sick Person,CBE,7284 Preinkert Dr,Carroll Hall,38.984151000000004,-76.9451931
2016-00009296,2016-02-17 01:02:00,2016-02-17 01:02:00,Vandalism,Summons Issued,7300 block of Princeton Ave,,38.97911149999999,-76.935649
2016-00009325,2015-12-07 09:00:00,2016-02-17 10:05:00,Suspicious Activity,CBE,63 Preinkert Dr,,38.98337799999999,-76.94502270000002
2016-00009340,2016-02-16 00:00:00,2016-02-17 12:56:00,Other Incident (Title IX Related),Suspended,4161 Fieldhouse Dr,"Patuxent Building, Telecommunications",38.988837,-76.9438735
2016-00009341,2016-02-17 13:11:00,2016-02-17 13:11:00,Injured/Sick Person,CBE,7343 Preinkert Dr,Tydings Hall,38.9843159,-76.9452568
2016-00009356,2016-02-16 17:00:00,2016-02-17 16:03:00,Theft,Active/Pending,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00009371,2016-02-17 18:50:00,2016-02-17 18:57:00,Indecent Exposure (Title IX Related),Suspended,7649 Library Ln,Mckeldin Library,38.98644000000001,-76.94518199999997
2016-00009450,2016-02-18 01:57:00,2016-02-18 01:57:00,Weapon Violation,Arrest,Paint Branch Py,,38.986825700000004,-76.92633099999998
2016-00009537,2016-02-18 15:21:00,2016-02-18 15:21:00,Warrant/Summons Service,Arrest,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00009541,2016-02-18 17:16:00,2016-02-18 17:16:00,Theft,Active/Pending,4094 Campus Dr,Biology-Psychology Building,38.9875386,-76.9425809
2016-00009550,2016-02-18 17:52:00,2016-02-18 17:52:00,Injured/Sick Person,CBE,4065 Campus Dr,"H.J. Patterson Hall, HJ Patterson Hall",38.987534000000004,-76.9431043
2016-00009590,2016-02-18 22:55:00,2016-02-18 23:00:00,CDS Violation,Arrest,4 Fraternity Row,"Alpha Epsilon Pi, Frat 4",38.98440799999999,-76.935153
2016-00009630,2016-02-19 01:58:00,2016-02-19 01:58:00,Injured/Sick Person,Active/Pending,4299 Lehigh Rd,Allegany Hall,38.981733,-76.941985
2016-00009635,2016-02-19 03:27:00,2016-02-19 03:27:00,Injured/Sick Person,CBE,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2016-00009639,2016-02-19 02:00:00,2016-02-19 05:09:00,Title IX Incident Non Criminal,Active/Pending,7567 Preinkert Dr,Somerset Hall,38.984781700000006,-76.94590529999998
2016-00009651,2016-02-17 16:00:00,2016-02-19 08:54:00,Damage to State Property,Active/Pending,8270 Alumni Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990275,-76.9494161
2016-00009658,2016-02-19 11:00:00,2016-02-19 11:01:00,Injured/Sick Person,CBE,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2016-00009684,2016-02-19 00:00:00,2016-02-19 14:27:00,Theft,Suspended,3915 Campus Dr,Anne Arundel Hall,38.98594110000001,-76.94668999999998
2016-00009701,2016-02-19 16:00:00,2016-02-19 16:02:00,CDS Violation,CBE,250 block of Denton Dr,,38.9932509,-76.9494057
2016-00009756,2016-02-19 21:22:00,2016-02-19 21:22:00,CDS Violation,Arrest,Union La,,38.9878244,-76.94488670000001
2016-00009771,2016-02-19 22:06:00,2016-02-19 22:06:00,CDS Violation,CBE,4052 Stadium Dr,Ellicott Hall,38.99148020000001,-76.94716700000002
2016-00009783,2016-02-19 21:45:00,2016-02-19 22:40:00,Theft,Suspended,3972 Campus Dr,"Stamp, Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000002
2016-00009803,2016-02-19 23:35:00,2016-02-19 23:35:00,Alcohol Violation,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2016-00009817,2016-02-19 23:45:00,2016-02-20 00:34:00,Injured/Sick Person,CBE,9 Fraternity Row,"Alpha Sigma Phi, Frat 9",38.9833002,-76.93462319999998
2016-00009820,2016-02-20 00:46:00,2016-02-20 00:46:00,Injured/Sick Person,CBE,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2016-00009821,2016-02-20 00:45:00,2016-02-20 00:45:00,Injured/Sick Person,CBE,7030 Preinkert Dr,Prince Frederick Hall,38.983464700000006,-76.9451097
2016-00009842,2016-02-20 01:30:00,2016-02-20 02:23:00,Injured/Sick Person,CBE,8700 block of Boteler Ln,,39.00342,-76.942128
2016-00009862,2016-02-20 00:00:00,2016-02-20 08:04:00,Other Service Call,Active/Pending,"Graham Cracker, Lot 15",,38.9811302,-76.93759829999998
2016-00009887,2016-02-18 18:00:00,2016-02-20 10:16:00,Dept Property Damage/Loss,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00009919,2016-02-20 15:00:00,2016-02-20 15:48:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00009941,2016-02-20 19:13:00,2016-02-20 19:13:00,Trespassing,CBE,3972 Campus Dr,"Stamp, Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000002
2016-00010005,2016-02-20 23:36:00,2016-02-20 23:36:00,Emergency Petition,CBE,4145 Valley Dr,Cumberland Hall,38.9929529,-76.9441866
2016-00010017,2016-02-21 00:15:00,2016-02-21 00:24:00,Injured/Sick Person,CBE,4201 Valley Dr,Chestertown Hall,38.9927834,-76.9434694
2016-00010026,2016-02-21 00:53:00,2016-02-21 00:53:00,Disorderly Conduct,CBE,4500 College Ave,Landmark s,38.9824214,-76.93702420000002
2016-00010031,2016-02-21 01:31:00,2016-02-21 01:31:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2016-00010045,2016-02-21 02:33:00,2016-02-21 02:33:00,Injured/Sick Person,CBE,7218 Preinkert Dr,Wicomico Hall,38.9836916,-76.94514720000002
2016-00010047,2016-02-21 02:59:00,2016-02-21 02:59:00,DWI/DUI,Arrest,3983 Campus Dr,Health Center,38.98726420000001,-76.9458263
2016-00010135,2016-02-21 15:15:00,2016-02-21 15:15:00,DWI/DUI,Arrest,Xfinity Visitor Lot,,38.994419799999996,-76.9381418
2016-00010242,2016-02-22 02:10:00,2016-02-22 02:10:00,Emergency Petition,CBE,4052 Stadium Dr,Ellicott Hall,38.99148020000001,-76.94716700000002
2016-00010252,2016-02-22 03:41:00,2016-02-22 05:12:00,Accident - Departmental,CBE,7005 52nd Ave,"CASL, Center for the Advanced Study of Language",38.9742145,-76.9253554
2016-00010291,2016-02-20 22:00:00,2016-02-22 09:35:00,Theft,Suspended,8000 block of Boteler Ln,,39.00305669999999,-76.94295919999998
2016-00010323,2015-12-01 12:00:00,2016-02-22 13:14:00,Fraud,Suspended,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00010329,2016-02-22 14:30:00,2016-02-22 14:30:00,Assist Other Agency,CBE,3711 Campus Dr,"Domain, Domain College Park, The Domain",38.9841657,-76.94924739999998
2016-00010332,2016-02-22 14:55:00,2016-02-22 14:55:00,Warrant/Summons Service,Arrest,3841 Stadium Dr,West Gate,38.9919854,-76.95030390000002
2016-00010333,2016-02-22 15:22:00,2016-02-22 15:22:00,Accident - Departmental,CBE,3972 Campus Dr,"Stamp, Stamp Student Union, Student Union, Union",38.98821940000001,-76.94469720000002
2016-00010398,2016-02-22 20:37:00,2016-02-22 20:37:00,Injured/Sick Person,CBE,7570 Regents Dr,Montgomery Hall,38.98244589999999,-76.93909520000003
2016-00010405,2016-02-21 20:15:00,2016-02-22 21:06:00,Robbery,Arrest,7570 Regents Dr,Montgomery Hall,38.98244589999999,-76.93909520000003
2016-00010407,2016-02-22 21:45:00,2016-02-22 21:50:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00010573,2016-02-23 19:40:00,2016-02-23 20:06:00,Indecent Exposure,Suspended,7649 Library Ln,Mckeldin Library,38.98644000000001,-76.94518199999997
2016-00010598,2016-02-23 23:05:00,2016-02-23 23:05:00,Alcohol Violation,Arrest,Knox Rd,,38.9807378,-76.93726699999998
2016-00010600,2016-02-23 10:25:00,2016-02-23 23:02:00,Burglary,Suspended,3410 Tulane Dr,Graduate Hills #287,38.9849381,-76.9574568
2016-00010631,2016-02-24 01:11:00,2016-02-24 01:11:00,DWI/DUI,Arrest,Sterling Pl,,38.98136289999999,-76.93892699999998
2016-00010661,2016-02-24 09:40:00,2016-02-24 09:40:00,CDS Violation,Arrest,Campus Dr,,38.9886616,-76.9350786
2016-00010686,2016-02-24 14:00:00,2016-02-24 14:01:00,Emergency Petition,CBE,3983 Campus Dr,Health Center,38.98726420000001,-76.9458263
2016-00010867,2016-02-25 11:10:00,2016-02-25 11:18:00,Injured/Sick Person,CBE,7649 Library Ln,Mckeldin Library,38.98644000000001,-76.94518199999997
2016-00010877,2016-02-25 13:00:00,2016-02-25 13:20:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00010883,2016-02-25 13:53:00,2016-02-25 13:54:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2016-00010899,2016-02-25 17:46:00,2016-02-25 17:46:00,Vandalism,CBE,4200 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building, SPH",38.99296349999999,-76.9431401
2016-00010948,2016-02-25 00:30:00,2016-02-25 21:42:00,Suspicious Person/Auto,Active/Pending,7154 Preinkert Dr,Caroline Hall,38.983579399999996,-76.94516429999999
2016-00011012,2016-02-26 00:12:00,2016-02-26 00:12:00,DWI/DUI,Arrest,Regents Dr,,38.98743560000001,-76.9399595
2016-00011055,2016-02-26 01:45:00,2016-02-26 01:45:00,Disorderly Conduct,Arrest,College Ave,,38.9804379,-76.9303192
2016-00011057,2016-02-26 02:14:00,2016-02-26 02:14:00,Injured/Sick Person,CBE,3981 Denton Service Ln,Elkton Hall,38.9928946,-76.94858420000001
2016-00011156,2016-02-26 10:56:00,2016-02-26 10:56:00,Title IX Incident Non Criminal,CBE,8000 Boteler Ln,University Courtyard Clubhouse,39.00305669999999,-76.94295919999998
2016-00011178,2016-02-26 12:00:00,2016-02-26 14:56:00,Other Incident,CBE,8500 Paint Branch Dr,"Comcast Center, Xfinity Center",38.994984,-76.94049100000002
2016-00011193,2016-02-26 18:00:00,2016-02-26 18:20:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2016-00011195,2016-02-17 17:00:00,2016-02-26 18:33:00,Injured/Sick Person,CBE,7567 Yale Ave,"Leonardtown #248, Leonardtown",38.983942,-76.93340460000002
2016-00011251,2016-02-26 22:51:00,2016-02-26 22:51:00,CDS Violation,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2016-00011310,2016-02-27 01:37:00,2016-02-27 01:37:00,Trespassing,Suspended,7524 Calvert Service Ln,"Commons 2, SCC 2, South Campus Commons 2",38.98258,-76.94294599999998
2016-00011343,2016-02-27 08:28:00,2016-02-27 08:28:00,Vandalism,Suspended,4298 Campus Dr,Martin Hall,38.9882089,-76.93779239999998
2016-00011345,2016-02-27 09:00:00,2016-02-27 09:01:00,Injured/Sick Person,CBE,4250 Lehigh Rd,"Commons 1, SCC 1, South Campus Commons 1",38.9818,-76.94291799999998
2016-00011538,2016-02-27 23:38:00,2016-02-27 23:38:00,Injured/Sick Person,CBE,7699 Mowatt Ln,Van Munching Hall,38.9829759,-76.94817090000002
2016-00011539,2016-02-27 23:43:00,2016-02-27 23:43:00,Injured/Sick Person,CBE,4250 Lehigh Rd,"Commons 1, SCC 1, South Campus Commons 1",38.9818,-76.94291799999998
2016-00011549,2016-02-28 00:40:00,2016-02-28 00:40:00,CDS Violation,Arrest,7591 Mowatt Ln,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9818323,-76.94558470000003
2016-00011553,2016-02-28 01:07:00,2016-02-28 01:07:00,CDS Violation,CBE,250 block of Farm Dr,,38.991484899999996,-76.9439068
2016-00011569,2016-02-28 03:00:00,2016-02-28 03:00:00,Suspicious Person/Auto,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00011579,2016-02-28 03:53:00,2016-02-28 03:53:00,Theft,CBE,4254 Stadium Dr,"Atlantic Building, Computer & Space Sciences Building",38.9905754,-76.94228220000002
2016-00011667,2016-02-27 21:00:00,2016-02-28 13:55:00,Lost Property,Unfounded,3854 Stadium Dr,Denton Hall,38.9919854,-76.95030390000002
2016-00011690,2016-02-28 16:04:00,2016-02-28 16:04:00,CDS Violation,Arrest,8601 Adelphi Rd,Archives,39.000976200000004,-76.9593483
2016-00011692,2016-02-27 00:00:00,2016-02-28 16:34:00,Assist Other Agency,CBE,4800 block of Berwyn House Rd,,38.9909399,-76.93035309999998
2016-00011700,2016-02-28 18:15:00,2016-02-28 18:21:00,Injured/Sick Person,CBE,7093 Preinkert Dr,South Campus Dining Hall,38.983201,-76.9448953
2016-00011719,2016-02-28 19:00:00,2016-02-28 21:38:00,Injured/Sick Person,CBE,7567 Yale Ave,"Leonardtown #248, Leonardtown",38.983942,-76.93340460000002
2016-00011720,2016-02-28 21:50:00,2016-02-28 21:50:00,Injured/Sick Person,CBE,3983 Campus Dr,Health Center,38.98726420000001,-76.9458263
2016-00011778,2016-02-28 23:41:00,2016-02-28 23:41:00,DWI/DUI,Arrest,8966 Paint Branch Dr,Paint Branch Gate,38.999947799999994,-76.942538
2016-00011795,2016-02-29 01:30:00,2016-02-29 01:30:00,Other Incident,CBE,250 block of Denton Dr,,38.9932509,-76.9494057
2016-00011907,2016-02-28 19:00:00,2016-02-29 15:12:00,Theft,Suspended,4298 Campus Dr,Martin Hall,38.9882089,-76.93779239999998
2016-00011914,2016-02-29 16:35:00,2016-02-29 16:35:00,Warrant/Summons Service,Arrest,190 block of Paint Branch Pkwy,,38.9994265,-76.93269169999998
2016-00012029,2016-03-01 00:20:00,2016-03-01 00:27:00,Vandalism,Suspended,14 Fraternity Row,"Frat 14, Zeta Beta Tau Fraternity",38.9833364,-76.937308
2016-00012082,2016-02-29 16:00:00,2016-03-01 09:31:00,Vandalism,Suspended,7524 Calvert Service Ln,"Commons 2, SCC 2, South Campus Commons 2",38.98258,-76.94294599999998
2016-00012089,2016-03-01 10:30:00,2016-03-01 10:48:00,Police Information,CBE,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2016-00012146,2016-03-01 21:58:00,2016-03-01 22:20:00,Hate Bias Incident,Suspended,3947 Campus Dr,Dorchester Hall,38.987061499999996,-76.94622509999998
2016-00012244,2016-03-02 10:52:00,2016-03-02 10:52:00,Assist Other Agency,CBE,4800 block of College Ave,,38.9803838,-76.930083
2016-00012253,2016-03-02 13:10:00,2016-03-02 13:10:00,Injured/Sick Person,CBE,4281 Chapel Ln,Shoemaker Building,38.98446879999999,-76.94228790000003
2016-00012257,2015-03-12 00:00:00,2016-03-02 14:10:00,Telephone/EMail Misuse,CBE,4018 Campus Dr,Nyumburu Cultural Center,38.98753019999999,-76.9438188
